	control1	control2	control3	dmd1	dmd2	dmd3
ENSG00000258643	0	0	3	0	0	0
ENSG00000100836	1000	711	647	242	545	463
ENSG00000092096	3813	2103	2486	2902	5099	3095
ENSG00000100842	1148	729	644	283	716	424
ENSG00000259018	0	0	0	0	0	0
ENSG00000166090	0	0	0	0	0	0
ENSG00000166091	7	1	1	9	14	4
ENSG00000197616	189	364	184	919	2309	1481
ENSG00000199157	0	0	0	0	0	0
ENSG00000092054	88	186	66	353	893	650
ENSG00000258444	0	0	0	0	0	0
ENSG00000215991	0	0	0	0	0	0
ENSG00000129460	1481	1265	1532	681	1148	802
ENSG00000157306	57	28	19	14	39	9
ENSG00000136367	653	371	303	220	372	232
ENSG00000273618	2	3	0	0	0	3
ENSG00000259431	0	0	7	4	6	0
ENSG00000213983	288	91	154	42	178	91
ENSG00000258727	79	65	27	13	13	20
ENSG00000092051	933	561	326	195	362	438
ENSG00000274002	3	0	0	0	1	0
ENSG00000100867	18	21	54	20	26	23
ENSG00000258464	0	0	0	0	0	0
ENSG00000259043	0	0	0	0	0	0
ENSG00000270618	0	0	0	0	0	0
ENSG00000222931	0	0	0	0	0	0
ENSG00000258887	0	0	0	0	0	0
ENSG00000285727	0	0	0	0	0	0
ENSG00000259334	0	0	0	0	0	0
ENSG00000215256	0	0	0	1	0	0
ENSG00000157326	14	16	22	6	5	1
ENSG00000187630	0	0	0	11	7	5
ENSG00000285467	0	0	0	0	0	0
ENSG00000286931	0	0	0	0	0	0
ENSG00000225766	0	0	0	0	0	0
ENSG00000186648	0	7	0	0	0	9
ENSG00000100884	3	2	3	3	0	0
ENSG00000129535	0	0	0	0	0	0
ENSG00000100889	2	3	3	0	0	7
ENSG00000100897	1	34	18	9	11	20
ENSG00000259371	0	0	0	0	0	0
ENSG00000139914	0	0	0	0	0	0
ENSG00000092010	604	507	554	406	882	700
ENSG00000100908	4	12	1	4	6	3
ENSG00000259321	0	0	0	0	0	0
ENSG00000100911	8	11	7	0	11	18
ENSG00000283856	0	0	0	0	0	0
ENSG00000092098	0	0	0	0	0	0
ENSG00000259529	0	0	0	0	0	0
ENSG00000199804	0	0	0	0	0	0
ENSG00000213928	0	0	0	0	0	0
ENSG00000100918	112	93	78	12	13	20
ENSG00000196497	0	0	0	0	0	0
ENSG00000259522	0	0	0	0	0	0
ENSG00000287765	0	0	0	0	0	0
ENSG00000100926	0	0	0	0	0	0
ENSG00000254692	0	0	0	0	0	0
ENSG00000276698	0	0	0	0	0	0
ENSG00000278784	0	0	0	0	0	0
ENSG00000139908	0	0	0	0	0	0
ENSG00000254505	0	0	0	0	0	0
ENSG00000260669	0	0	0	0	0	0
ENSG00000213920	0	0	0	0	0	0
ENSG00000255526	0	0	0	0	0	0
ENSG00000129559	0	0	0	0	0	0
ENSG00000100938	54	68	105	89	47	57
ENSG00000092330	14	0	1	0	4	0
ENSG00000092295	0	0	0	11	0	7
ENSG00000100949	32	24	8	15	15	40
ENSG00000288044	2	4	3	2	6	0
ENSG00000286825	0	0	0	0	0	0
ENSG00000157379	0	11	1	5	2	1
ENSG00000196943	0	7	0	0	0	4
ENSG00000136305	0	0	0	0	0	0
ENSG00000213906	0	0	0	0	0	0
ENSG00000213903	0	0	0	0	0	0
ENSG00000129467	0	0	0	0	0	0
ENSG00000258973	0	0	0	0	0	0
ENSG00000129465	0	0	0	0	0	0
ENSG00000283290	0	0	0	0	0	0
ENSG00000100968	6	1	2	2	3	6
ENSG00000205978	566	549	431	361	719	435
ENSG00000139899	10	15	17	0	28	28
ENSG00000100441	898	775	819	431	768	444
ENSG00000100445	1060	934	897	378	748	508
ENSG00000258744	8	0	7	9	7	2
ENSG00000092009	0	0	0	0	0	0
ENSG00000100448	0	0	0	0	0	0
ENSG00000258657	0	0	6	0	0	0
ENSG00000100450	0	0	0	0	0	0
ENSG00000100453	1	0	0	1	5	0
ENSG00000168952	236	218	179	138	182	106
ENSG00000288100	0	0	0	0	0	0
ENSG00000287481	0	0	0	0	0	0
ENSG00000258098	0	0	0	0	0	0
ENSG00000257179	1	3	0	0	0	0
ENSG00000258275	0	0	0	0	0	0
ENSG00000257976	0	0	0	0	0	0
ENSG00000257986	0	6	0	0	0	0
ENSG00000212270	0	0	0	0	0	0
ENSG00000279521	0	0	0	0	0	0
ENSG00000285633	0	0	0	0	0	0
ENSG00000257503	0	0	0	0	0	0
ENSG00000139910	1936	1286	914	532	1045	960
ENSG00000262119	18	1	6	0	6	12
ENSG00000257842	15	0	2	4	7	4
ENSG00000258081	6	2	3	0	0	0
ENSG00000257845	0	0	0	0	0	0
ENSG00000257185	0	1	0	0	2	0
ENSG00000286479	0	0	0	0	0	0
ENSG00000257612	0	0	0	0	0	0
ENSG00000265165	0	0	0	0	0	0
ENSG00000258932	1	0	0	0	0	0
ENSG00000258548	37	42	26	16	0	1
ENSG00000264657	0	0	0	0	0	0
ENSG00000197358	8	22	4	3	9	9
ENSG00000257869	0	0	0	0	0	0
ENSG00000240179	0	0	0	0	0	0
ENSG00000258175	0	0	0	0	0	0
ENSG00000257662	0	0	0	0	0	0
ENSG00000258282	0	0	0	0	0	0
ENSG00000257126	70	42	35	2	0	0
ENSG00000288572	3	0	0	0	0	0
ENSG00000288617	68	32	17	0	3	1
ENSG00000176165	2675	2275	1577	7	36	3
ENSG00000186960	907	634	633	2	2	3
ENSG00000257056	20	12	39	0	6	0
ENSG00000257748	0	0	0	0	0	0
ENSG00000258038	1	6	7	0	0	0
ENSG00000258065	0	0	0	0	0	0
ENSG00000257523	0	0	0	0	0	0
ENSG00000207164	0	0	0	0	0	0
ENSG00000258028	0	0	1	0	0	0
ENSG00000252065	0	0	0	0	0	0
ENSG00000257522	42	22	33	0	5	0
ENSG00000258107	5	0	0	0	0	0
ENSG00000286040	0	0	0	0	0	0
ENSG00000212518	0	0	0	0	0	0
ENSG00000184304	296	209	193	158	232	218
ENSG00000257120	0	0	0	0	0	0
ENSG00000252686	0	0	0	0	0	0
ENSG00000287142	0	0	0	0	0	0
ENSG00000257904	0	0	0	0	0	0
ENSG00000248975	0	0	0	0	0	0
ENSG00000240201	0	0	0	0	0	0
ENSG00000279032	0	1	0	0	8	0
ENSG00000257636	0	0	0	0	0	0
ENSG00000278587	0	0	0	0	0	0
ENSG00000258350	0	0	0	0	0	0
ENSG00000092140	1233	802	842	488	1132	747
ENSG00000092108	1275	826	897	708	1257	914
ENSG00000258648	0	0	0	0	0	0
ENSG00000258558	0	0	0	0	0	0
ENSG00000243855	0	0	0	0	0	0
ENSG00000240513	0	0	0	0	2	0
ENSG00000213867	1	0	3	1	0	1
ENSG00000100473	149	105	203	85	78	98
ENSG00000258525	0	0	0	0	0	0
ENSG00000196792	2756	1703	2339	1372	3315	2043
ENSG00000258886	0	0	0	0	0	0
ENSG00000207952	0	0	0	0	0	0
ENSG00000258968	0	0	0	0	0	0
ENSG00000100478	274	190	250	134	277	214
ENSG00000092148	4416	3127	3263	2248	3987	2926
ENSG00000258640	5	1	0	1	0	0
ENSG00000207440	0	0	0	0	0	0
ENSG00000202402	0	0	0	0	0	0
ENSG00000257831	0	0	0	0	0	0
ENSG00000199291	0	0	0	0	0	0
ENSG00000129493	1022	535	536	337	995	691
ENSG00000283016	0	0	0	0	0	0
ENSG00000203546	15	14	30	9	7	6
ENSG00000250365	10	0	0	7	1	0
ENSG00000129480	930	514	627	290	452	376
ENSG00000239323	0	0	1	0	1	0
ENSG00000214943	0	0	0	0	0	0
ENSG00000151413	397	238	360	251	569	352
ENSG00000258196	0	0	0	0	0	0
ENSG00000257155	0	0	0	0	0	0
ENSG00000223087	0	0	0	0	0	0
ENSG00000207412	0	0	0	0	0	0
ENSG00000257472	0	0	0	0	0	0
ENSG00000258474	0	0	3	0	1	0
ENSG00000275002	0	0	0	0	0	0
ENSG00000258386	0	0	0	0	0	0
ENSG00000258655	54	64	32	68	98	59
ENSG00000100852	6608	4809	6251	3576	6329	4669
ENSG00000285608	0	0	9	0	5	8
ENSG00000286527	2	2	12	2	0	0
ENSG00000201654	0	0	0	0	1	0
ENSG00000202337	33	20	6	10	14	10
ENSG00000258619	0	0	0	0	0	0
ENSG00000259086	0	0	0	0	1	1
ENSG00000151320	982	697	607	605	950	1035
ENSG00000258580	0	0	0	0	0	0
ENSG00000278746	11	7	3	1	7	3
ENSG00000259045	0	2	4	0	2	0
ENSG00000280281	1	3	0	6	1	2
ENSG00000151322	1813	1323	854	398	686	606
ENSG00000287153	0	0	0	0	0	0
ENSG00000287777	0	0	0	0	0	0
ENSG00000129521	116	45	87	206	331	206
ENSG00000258897	0	0	0	0	0	0
ENSG00000223593	0	0	0	0	0	0
ENSG00000165389	868	668	818	519	1043	688
ENSG00000237450	0	0	0	0	3	0
ENSG00000129518	1570	1122	1373	820	1160	961
ENSG00000279423	0	0	0	0	0	0
ENSG00000259002	0	0	0	0	0	0
ENSG00000206596	0	7	0	0	2	0
ENSG00000206588	0	0	0	0	0	1
ENSG00000259135	0	0	0	0	0	0
ENSG00000129515	2367	1759	2253	1439	2213	1564
ENSG00000240463	97	120	108	115	96	104
ENSG00000275978	0	0	0	0	0	0
ENSG00000253003	0	0	0	0	0	0
ENSG00000241582	1	0	0	0	0	0
ENSG00000165410	1135	771	938	684	1187	767
ENSG00000243824	0	0	0	1	0	0
ENSG00000198604	2366	1250	1885	604	1256	973
ENSG00000251726	2	0	0	0	0	0
ENSG00000258738	200	190	183	56	121	67
ENSG00000258704	46	44	87	38	64	50
ENSG00000258493	0	0	0	0	0	0
ENSG00000226677	1	1	0	0	0	0
ENSG00000100883	604	544	573	382	576	510
ENSG00000151327	1783	1331	1619	1107	1809	1586
ENSG00000092020	1311	1023	1252	690	1055	904
ENSG00000279434	15	5	8	0	11	9
ENSG00000100890	106	32	71	26	55	53
ENSG00000258790	0	0	0	0	0	0
ENSG00000241052	0	0	0	0	0	0
ENSG00000259090	1	5	3	1	0	4
ENSG00000282625	0	0	0	0	0	0
ENSG00000282308	0	0	0	0	0	0
ENSG00000256243	5	0	0	0	1	0
ENSG00000240392	14	7	12	9	30	16
ENSG00000100902	47	15	20	0	20	22
ENSG00000258860	0	0	0	0	0	0
ENSG00000240023	6	8	3	1	7	2
ENSG00000100906	1913	1396	1591	1324	2759	1518
ENSG00000259022	0	0	3	2	1	3
ENSG00000259017	2	0	11	0	2	0
ENSG00000259105	0	1	0	0	2	2
ENSG00000258783	1	0	4	0	0	0
ENSG00000168348	184	158	320	16	18	19
ENSG00000174373	953	500	621	427	842	593
ENSG00000253059	0	0	0	0	0	0
ENSG00000257957	0	0	0	0	0	0
ENSG00000258938	3	0	0	0	0	7
ENSG00000258300	0	0	0	0	0	0
ENSG00000100916	381	239	334	210	413	187
ENSG00000257272	1	0	6	0	3	8
ENSG00000257307	0	0	0	0	0	0
ENSG00000258342	0	0	0	0	0	0
ENSG00000257614	0	0	0	0	0	0
ENSG00000257720	0	0	0	0	0	0
ENSG00000257826	0	0	0	0	0	0
ENSG00000257585	0	0	0	0	0	0
ENSG00000259104	0	0	0	0	0	0
ENSG00000258844	0	0	0	0	0	0
ENSG00000252312	0	0	0	0	0	0
ENSG00000151332	358	356	369	300	418	338
ENSG00000283098	7	0	13	12	53	13
ENSG00000188831	0	0	0	0	0	0
ENSG00000238540	0	0	0	0	0	0
ENSG00000257520	0	0	0	0	0	0
ENSG00000229415	0	0	0	0	1	0
ENSG00000136352	58	256	134	179	346	54
ENSG00000253563	0	6	3	0	0	0
ENSG00000258467	0	0	0	0	0	0
ENSG00000243730	0	0	0	0	0	0
ENSG00000136327	0	0	0	6	1	0
ENSG00000201395	0	0	0	0	0	0
ENSG00000258661	5	8	8	3	3	0
ENSG00000198807	43	14	30	59	180	70
ENSG00000183032	38	8	30	29	50	25
ENSG00000258690	0	0	0	0	0	0
ENSG00000258601	0	0	0	0	0	0
ENSG00000266327	0	0	0	0	0	0
ENSG00000258827	0	0	0	0	0	0
ENSG00000258708	101	80	91	95	112	76
ENSG00000252746	0	0	0	0	0	0
ENSG00000151338	104	97	102	229	241	141
ENSG00000207046	0	0	0	0	0	0
ENSG00000259087	0	0	0	0	0	0
ENSG00000258414	0	6	0	0	0	0
ENSG00000129514	66	79	33	135	298	94
ENSG00000139865	13	8	11	32	85	31
ENSG00000200385	5	0	0	0	0	0
ENSG00000201431	0	0	0	0	0	0
ENSG00000259091	0	4	0	0	0	0
ENSG00000258696	0	3	0	0	2	0
ENSG00000259048	0	0	0	0	0	0
ENSG00000258649	0	0	0	0	0	0
ENSG00000139874	46	46	16	56	61	36
ENSG00000176435	0	1	14	24	67	38
ENSG00000259072	0	0	0	0	0	0
ENSG00000271468	0	0	0	0	0	0
ENSG00000258948	0	0	0	0	0	0
ENSG00000259070	0	0	0	0	6	0
ENSG00000258680	0	0	0	0	0	0
ENSG00000270713	0	0	0	0	0	0
ENSG00000199285	0	0	0	0	0	0
ENSG00000100934	692	604	668	532	970	658
ENSG00000259121	23	15	36	32	12	35
ENSG00000258651	1	0	5	0	7	0
ENSG00000258591	6	2	0	2	0	0
ENSG00000092208	241	124	176	97	156	90
ENSG00000182400	448	297	286	221	400	276
ENSG00000285830	6	0	0	0	3	1
ENSG00000241984	1	1	0	3	1	0
ENSG00000259083	3	6	1	0	1	0
ENSG00000100941	5896	2684	3820	2046	4624	2590
ENSG00000258671	0	0	0	0	0	0
ENSG00000270503	2	6	0	0	1	5
ENSG00000150527	886	473	688	468	981	615
ENSG00000258940	24	7	24	0	27	14
ENSG00000271424	0	0	0	0	0	0
ENSG00000259100	2	0	0	0	5	4
ENSG00000165355	524	501	540	221	577	325
ENSG00000258526	30	25	51	13	13	10
ENSG00000286123	0	0	0	0	0	0
ENSG00000286099	3	0	0	6	0	2
ENSG00000251363	12	15	20	22	28	40
ENSG00000258385	0	0	1	0	3	0
ENSG00000279972	0	0	0	0	0	0
ENSG00000258901	0	0	0	0	0	0
ENSG00000258636	54	88	48	40	101	46
ENSG00000251858	0	0	0	0	0	0
ENSG00000165379	200	203	125	218	221	261
ENSG00000258536	4	0	0	0	0	0
ENSG00000259149	0	0	0	0	0	0
ENSG00000258394	0	0	0	0	0	0
ENSG00000258850	0	0	0	0	0	1
ENSG00000258505	0	0	0	0	0	0
ENSG00000258622	0	0	0	0	0	0
ENSG00000258934	0	0	0	0	0	0
ENSG00000259047	0	0	0	0	0	0
ENSG00000258406	0	0	0	0	0	0
ENSG00000259051	2	0	0	4	2	0
ENSG00000286464	0	0	0	0	0	0
ENSG00000258828	0	0	0	0	0	0
ENSG00000258387	0	0	0	0	0	0
ENSG00000258894	0	0	0	0	0	0
ENSG00000258969	0	0	0	0	0	0
ENSG00000259019	0	1	0	2	2	0
ENSG00000259137	5	3	1	14	5	4
ENSG00000259148	1	0	0	0	0	0
ENSG00000259126	4	0	1	0	0	1
ENSG00000258487	0	0	0	0	0	0
ENSG00000189139	0	0	0	0	0	0
ENSG00000258747	0	0	0	0	0	0
ENSG00000258998	0	0	1	0	4	1
ENSG00000259000	0	0	0	0	0	1
ENSG00000258633	9	0	0	0	0	2
ENSG00000258509	1	0	0	0	0	0
ENSG00000259046	0	0	0	0	0	0
ENSG00000179476	78	96	63	51	96	54
ENSG00000258949	0	0	0	0	0	0
ENSG00000179454	1053	769	719	387	590	491
ENSG00000198718	1774	1257	1639	1072	1944	1307
ENSG00000278147	2	0	0	0	0	0
ENSG00000249163	0	0	0	0	0	0
ENSG00000185246	1448	767	1158	721	897	796
ENSG00000212615	2	0	0	0	0	0
ENSG00000239043	0	2	9	0	0	0
ENSG00000100442	4575	2800	4407	2188	3786	3118
ENSG00000187790	333	262	275	160	213	164
ENSG00000129534	1332	911	1213	519	1023	731
ENSG00000199739	0	0	0	0	0	0
ENSG00000258608	0	1	6	0	0	1
ENSG00000260046	0	0	0	3	2	14
ENSG00000257900	0	0	0	0	1	2
ENSG00000258746	0	0	0	0	0	0
ENSG00000258845	0	0	0	0	3	0
ENSG00000258616	0	0	0	0	0	0
ENSG00000258700	0	0	0	0	0	0
ENSG00000165496	0	0	0	0	0	0
ENSG00000139915	84	112	47	40	70	78
ENSG00000251735	0	0	0	0	0	0
ENSG00000258392	0	0	0	0	0	0
ENSG00000244053	66	49	83	56	130	72
ENSG00000214903	1	0	0	0	0	0
ENSG00000263945	0	0	0	0	0	0
ENSG00000259129	24	50	37	8	23	27
ENSG00000259117	0	0	0	0	0	0
ENSG00000258639	0	0	0	0	0	0
ENSG00000286595	0	0	0	0	0	0
ENSG00000287492	0	0	0	0	0	0
ENSG00000270359	0	0	0	0	0	0
ENSG00000207366	0	0	0	0	0	0
ENSG00000258751	0	0	0	0	0	0
ENSG00000258750	0	0	0	0	0	0
ENSG00000242417	0	0	0	0	0	0
ENSG00000258381	0	0	0	0	0	0
ENSG00000258868	0	0	0	0	0	0
ENSG00000258401	0	0	0	0	0	0
ENSG00000252424	0	0	0	0	0	0
ENSG00000213741	79522	70055	80333	51830	103959	69405
ENSG00000244270	0	0	0	0	0	0
ENSG00000276168	1577	1530	6446	9085	1964	4662
ENSG00000252919	2	0	0	0	1	0
ENSG00000165501	284	275	293	160	242	150
ENSG00000258568	8	18	5	2	6	13
ENSG00000278009	0	0	0	0	0	0
ENSG00000165502	2501	2057	2672	1614	2236	1623
ENSG00000168282	197	205	220	164	163	179
ENSG00000258377	27	17	43	7	28	6
ENSG00000165506	414	384	388	274	367	239
ENSG00000258450	1	1	0	0	1	13
ENSG00000100479	140	114	156	49	92	78
ENSG00000259155	0	0	0	0	0	0
ENSG00000258462	0	0	0	0	0	0
ENSG00000221114	0	0	0	0	0	0
ENSG00000197776	60	65	41	50	68	90
ENSG00000258400	0	0	0	0	0	0
ENSG00000165516	1762	1346	1691	905	1345	944
ENSG00000165525	2881	1824	2265	1454	2706	1569
ENSG00000277634	0	6	0	0	0	1
ENSG00000252474	0	0	0	0	0	0
ENSG00000278771	131	99	295	530	139	221
ENSG00000282885	2	0	3	2	4	7
ENSG00000274012	0	0	0	0	0	0
ENSG00000278002	10	0	6	0	8	10
ENSG00000165527	1116	936	963	547	1123	811
ENSG00000251929	3	0	0	0	0	0
ENSG00000274704	0	0	0	0	0	0
ENSG00000214900	20	12	19	14	23	20
ENSG00000278038	0	0	0	0	0	0
ENSG00000270788	0	0	0	0	0	0
ENSG00000243038	0	0	0	0	0	0
ENSG00000201358	0	0	0	0	0	5
ENSG00000251792	0	0	0	0	0	0
ENSG00000100483	189	174	140	45	86	43
ENSG00000100485	1784	1171	1317	808	1270	1219
ENSG00000087299	186	145	147	81	175	129
ENSG00000264712	0	0	0	0	0	0
ENSG00000125375	418	207	436	182	371	191
ENSG00000259071	2	0	1	0	0	10
ENSG00000100490	43	7	13	9	29	21
ENSG00000258857	0	0	0	0	0	0
ENSG00000012983	1883	874	1372	619	1804	975
ENSG00000259113	0	0	0	0	1	0
ENSG00000201573	3	0	1	0	0	0
ENSG00000273675	1	2	0	0	0	0
ENSG00000198513	1174	986	1111	572	811	760
ENSG00000258577	0	0	0	0	0	0
ENSG00000151748	860	708	987	938	1671	847
ENSG00000243103	1	0	1	1	0	6
ENSG00000269906	3	5	4	0	11	8
ENSG00000258491	0	0	0	0	0	0
ENSG00000100503	2332	1492	1521	662	1548	1102
ENSG00000270062	21	16	29	15	6	2
ENSG00000258843	0	0	0	0	0	0
ENSG00000285747	0	0	0	0	0	0
ENSG00000252945	0	0	0	0	0	0
ENSG00000258687	0	0	0	0	0	0
ENSG00000100504	137	119	149	82	275	128
ENSG00000131969	0	5	0	0	4	0
ENSG00000258745	0	0	0	0	0	0
ENSG00000258711	0	3	0	9	29	2
ENSG00000100505	592	635	465	148	261	257
ENSG00000287990	0	0	0	0	0	0
ENSG00000259055	0	0	0	0	0	0
ENSG00000139921	1032	947	1170	496	805	584
ENSG00000201376	0	0	0	0	0	0
ENSG00000201820	0	0	0	0	0	0
ENSG00000258955	0	0	0	0	0	6
ENSG00000258479	0	0	7	3	7	4
ENSG00000258942	0	0	0	0	0	0
ENSG00000258808	0	0	0	0	0	0
ENSG00000258893	1	1	4	0	0	0
ENSG00000258537	0	0	0	0	9	0
ENSG00000139926	165	179	194	336	578	362
ENSG00000252400	0	0	0	0	0	0
ENSG00000277050	7	0	0	0	0	0
ENSG00000273888	20	1	1	24	7	4
ENSG00000251756	0	0	0	0	0	0
ENSG00000207004	4	0	0	0	0	0
ENSG00000259111	0	0	0	0	0	0
ENSG00000258423	0	0	0	0	0	0
ENSG00000258550	0	0	0	0	0	0
ENSG00000258535	2	0	0	0	0	0
ENSG00000258849	0	0	0	0	0	0
ENSG00000259157	0	0	0	0	0	0
ENSG00000186469	2005	1692	1098	1080	1518	1406
ENSG00000258928	0	0	0	0	0	0
ENSG00000259007	0	0	0	0	0	0
ENSG00000258854	0	0	7	0	0	0
ENSG00000087302	2403	2349	2425	1553	2393	1777
ENSG00000087303	100	70	169	413	815	696
ENSG00000258694	0	0	0	0	0	0
ENSG00000258981	0	2	1	0	1	0
ENSG00000258440	0	0	0	0	0	0
ENSG00000168229	0	0	0	1	6	5
ENSG00000261208	0	0	0	0	3	0
ENSG00000125384	2	4	9	13	27	8
ENSG00000087301	1045	648	814	361	873	568
ENSG00000180998	379	284	232	137	120	194
ENSG00000197930	880	549	764	517	856	528
ENSG00000258757	5	6	5	0	1	0
ENSG00000100519	769	676	703	368	598	459
ENSG00000198252	641	457	495	296	563	397
ENSG00000100522	469	291	395	236	483	319
ENSG00000259049	7	5	5	0	5	0
ENSG00000285664	0	4	0	0	6	0
ENSG00000258698	0	0	0	0	0	0
ENSG00000258802	0	0	0	0	0	0
ENSG00000073712	1259	1028	974	1008	2230	1377
ENSG00000271075	1	0	0	0	0	0
ENSG00000288045	23	14	8	4	14	5
ENSG00000258503	0	0	0	0	0	0
ENSG00000258993	0	0	0	0	0	0
ENSG00000100523	859	509	494	185	488	462
ENSG00000258985	0	0	0	0	0	0
ENSG00000258731	0	8	5	0	12	0
ENSG00000237356	12	21	18	4	2	0
ENSG00000286730	0	0	0	0	0	0
ENSG00000225680	0	0	0	0	0	0
ENSG00000226132	0	0	0	2	3	0
ENSG00000235269	6	0	5	0	6	13
ENSG00000231922	0	0	0	0	0	0
ENSG00000266431	0	0	0	0	0	0
ENSG00000125378	1743	724	1641	2371	5059	2104
ENSG00000287156	0	0	0	0	0	0
ENSG00000224004	0	8	1	0	0	1
ENSG00000100526	539	525	644	344	470	344
ENSG00000100528	1918	1705	1741	917	1917	1323
ENSG00000258753	0	0	0	0	0	0
ENSG00000197045	936	783	927	676	805	635
ENSG00000100532	358	323	358	364	329	287
ENSG00000020577	130	96	115	167	215	192
ENSG00000285774	0	0	0	0	6	0
ENSG00000131979	23	33	33	35	65	48
ENSG00000252019	0	0	0	0	0	0
ENSG00000265432	0	0	0	0	0	0
ENSG00000258872	0	0	0	0	0	0
ENSG00000198554	682	366	531	239	425	259
ENSG00000233924	3	0	0	0	0	4
ENSG00000180008	692	541	481	285	460	345
ENSG00000168175	2064	1448	1585	834	1535	1282
ENSG00000131981	609	521	525	584	1627	735
ENSG00000126787	586	429	453	276	472	334
ENSG00000258050	0	0	0	0	0	0
ENSG00000279392	0	0	0	0	0	1
ENSG00000271180	1	0	0	0	0	0
ENSG00000258413	6	0	0	0	0	0
ENSG00000178974	393	240	351	267	378	409
ENSG00000239686	2	0	0	0	0	0
ENSG00000278818	1	12	0	0	4	3
ENSG00000258469	4	2	10	6	0	3
ENSG00000258455	0	0	0	0	0	0
ENSG00000126775	646	419	643	339	558	399
ENSG00000259318	5	1	0	0	0	2
ENSG00000182521	0	0	0	0	0	0
ENSG00000239199	0	0	0	0	0	0
ENSG00000186615	78	38	76	15	58	60
ENSG00000213641	1	2	5	5	7	0
ENSG00000271484	0	0	0	0	0	0
ENSG00000126777	13279	7821	11830	8213	19106	10458
ENSG00000200742	0	0	0	0	0	1
ENSG00000258784	0	0	0	0	0	0
ENSG00000177350	26	17	20	2	18	0
ENSG00000258791	4	0	0	1	17	1
ENSG00000259868	10	2	22	0	20	2
ENSG00000277763	7	8	7	2	4	1
ENSG00000139946	674	473	498	354	709	552
ENSG00000259483	0	0	0	0	0	0
ENSG00000275569	9	17	14	1	3	5
ENSG00000259719	0	2	0	0	0	0
ENSG00000070269	561	354	461	239	445	336
ENSG00000258803	0	0	9	2	13	4
ENSG00000258428	0	0	0	5	1	0
ENSG00000259133	0	12	0	0	0	2
ENSG00000242995	1	0	0	0	1	0
ENSG00000258703	3	0	0	6	0	9
ENSG00000165588	1677	1120	2098	1287	2576	1360
ENSG00000248550	87	99	111	45	166	95
ENSG00000258776	9	2	2	4	22	26
ENSG00000243801	0	0	0	0	0	0
ENSG00000200818	9	0	2	4	0	2
ENSG00000286257	2	0	0	12	3	3
ENSG00000243388	0	1	1	0	1	1
ENSG00000258758	0	0	0	0	0	2
ENSG00000259136	0	0	0	0	0	0
ENSG00000258592	7	3	32	31	38	38
ENSG00000070367	2454	1825	1713	874	2014	1345
ENSG00000053770	765	480	724	454	626	438
ENSG00000286355	0	0	0	0	10	1
ENSG00000259008	0	0	0	0	0	0
ENSG00000139977	1179	958	800	362	841	506
ENSG00000100557	62	43	19	30	64	13
ENSG00000151812	29	8	13	15	0	7
ENSG00000259039	11	0	3	0	0	0
ENSG00000258856	0	0	0	0	0	0
ENSG00000252837	0	0	0	0	0	0
ENSG00000259969	448	356	269	116	231	272
ENSG00000139971	1246	762	925	414	825	686
ENSG00000258836	0	0	0	0	0	0
ENSG00000243023	1	0	1	0	0	0
ENSG00000243700	5	1	3	11	3	9
ENSG00000258519	0	0	0	0	0	0
ENSG00000131966	1729	1313	1481	908	1524	1081
ENSG00000100567	1529	1314	1723	1805	1212	1594
ENSG00000258682	0	0	0	0	0	0
ENSG00000257621	1213	694	798	458	969	575
ENSG00000180189	0	0	4	1	0	2
ENSG00000279636	0	0	0	0	0	0
ENSG00000252782	0	0	0	0	2	0
ENSG00000032219	3594	2097	2401	1249	2587	1677
ENSG00000258658	0	0	0	0	0	0
ENSG00000196860	1	1	1	0	2	4
ENSG00000258378	0	0	0	0	0	0
ENSG00000100575	1078	658	950	487	815	554
ENSG00000100578	695	582	566	423	754	463
ENSG00000252198	5	0	1	0	3	0
ENSG00000258650	1	0	0	0	0	0
ENSG00000258900	0	0	0	0	0	0
ENSG00000239510	8	0	0	0	0	0
ENSG00000165617	463	430	522	539	446	621
ENSG00000258583	1	5	0	7	2	12
ENSG00000213598	76	51	54	63	133	57
ENSG00000258734	0	0	0	0	0	0
ENSG00000258685	0	0	0	0	0	0
ENSG00000258996	0	0	0	0	0	0
ENSG00000100592	8955	5678	5380	2371	4735	3507
ENSG00000181619	106	22	168	107	161	62
ENSG00000126790	51	16	69	42	103	29
ENSG00000258782	5	0	0	0	0	0
ENSG00000050130	458	407	434	386	477	359
ENSG00000151838	103	39	94	81	60	62
ENSG00000139970	7755	6225	5066	4247	4987	6121
ENSG00000263629	0	0	0	0	0	0
ENSG00000261120	2	0	0	0	0	0
ENSG00000131951	132	52	150	202	403	228
ENSG00000258553	0	0	3	0	0	7
ENSG00000126773	2419	1614	1548	834	1484	1033
ENSG00000100612	741	615	876	652	1026	680
ENSG00000258896	5	0	2	0	0	4
ENSG00000258563	0	1	0	0	0	0
ENSG00000242135	0	0	0	0	2	0
ENSG00000254718	4	1	1	0	0	0
ENSG00000100614	1296	1059	1142	577	1027	609
ENSG00000258556	0	0	0	0	0	0
ENSG00000179008	171	130	101	21	45	6
ENSG00000258427	46	58	62	31	35	44
ENSG00000259169	0	0	0	0	0	0
ENSG00000258692	0	0	0	0	0	0
ENSG00000184302	1628	1827	2759	34	38	15
ENSG00000258670	32	31	32	0	0	2
ENSG00000258764	0	0	0	0	0	0
ENSG00000244756	2	1	1	0	2	2
